gene_id	length	effective_length
Mca23500	1158	1158
Mca23501	375	375
Mca23502	531	531
Mca23503	354	354
Mca23504	942	942
Mca23505	1203	1203
Mca23506	1173	1173
Mca23507	2817	2817
Mca05003	645	645
Mca05004	231	231
Mca23508	1788	1788
Mca23509	2670	2670
Mca23510	3399	3399
Mca23511	231	231
Mca23512	1545	1545
Mca05005	519	519
Mca05006	882	882
Mca23513	1230	1230
Mca23514	372	372
Mca23515	258	258
Mca23516	1002	1002
Mca23517	363	363
Mca23518	1059	1059
Mca23519	882	882
Mca23520	390	390
Mca23521	903	903
Mca23522	285	285
Mca23523	342	342
Mca23524	303	303
Mca05007	588	588
Mca05008	219	219
Mca05009	855	855
Mca23525	384	384
Mca23526	2583	2583
Mca23527	435	435
Mca23528	789	789
Mca23529	828	828
Mca23530	2046	2046
Mca23531	765	765
Mca23532	1176	1176
Mca23533	459	459
Mca05010	252	252
Mca05011	411	411
Mca05012	327	327
Mca23534	1281	1281
Mca23535	1134	1134
Mca23536	225	225
Mca23537	627	627
Mca23538	1140	1140
Mca23539	222	222
Mca23540	1293	1293
Mca23541	588	588
Mca23542	2292	2292
Mca23543	741	741
Mca23544	1548	1548
Mca23545	429	429
Mca23546	1176	1176
Mca23547	306	306
Mca23548	1080	1080
Mca23549	501	501
Mca23550	381	381
Mca05013	1509	1509
Mca05014	615	615
Mca05015	675	675
Mca05016	1197	1197
Mca23551	222	222
Mca23552	2220	2220
Mca23553	570	570
Mca23554	2190	2190
Mca23555	1575	1575
Mca23556	384	384
Mca23557	360	360
Mca23558	243	243
Mca23559	510	510
Mca23560	438	438
Mca23561	606	606
Mca05017	744	744
Mca05018	573	573
Mca05019	480	480
Mca05020	393	393
Mca05021	2301	2301
Mca05022	279	279
Mca05023	507	507
Mca05024	1815	1815
Mca23562	294	294
Mca23563	294	294
Mca23564	1515	1515
Mca23565	378	378
Mca23566	450	450
Mca23567	330	330
Mca23568	270	270
Mca23569	2028	2028
Mca23570	531	531
Mca23571	360	360
Mca23572	714	714
Mca23573	453	453
Mca23574	900	900
Mca23575	1983	1983
Mca23576	1017	1017
Mca23577	1029	1029
Mca23578	456	456
Mca05025	1398	1398
Mca05026	1665	1665
Mca05027	714	714
Mca05028	450	450
Mca05029	1614	1614
Mca05030	1485	1485
Mca05031	2337	2337
Mca05032	888	888
Mca05033	537	537
Mca23579	2646	2646
Mca23580	597	597
Mca23581	342	342
Mca23582	321	321
Mca23583	339	339
Mca23584	555	555
Mca23585	495	495
Mca23586	1050	1050
Mca23587	486	486
Mca05034	306	306
Mca23588	1359	1359
Mca23589	726	726
Mca23590	621	621
Mca23591	597	597
Mca23592	606	606
Mca23593	372	372
Mca23594	438	438
Mca23595	504	504
Mca23596	468	468
Mca23597	1140	1140
Mca23598	513	513
Mca23599	426	426
Mca23600	777	777
Mca23601	2658	2658
Mca23602	699	699
Mca23603	1533	1533
Mca23604	1098	1098
Mca23605	234	234
Mca23606	294	294
Mca23607	975	975
Mca23608	435	435
Mca05035	870	870
Mca05036	291	291
Mca00753	3054	3054
Mca00754	312	312
Mca00755	279	279
Mca00756	276	276
Mca00757	492	492
Mca23609	495	495
Mca23610	297	297
Mca23611	426	426
Mca23612	321	321
Mca23613	420	420
Mca23614	645	645
Mca23615	390	390
Mca23616	1113	1113
Mca23617	975	975
Mca23618	1248	1248
Mca23619	699	699
Mca23620	774	774
Mca23621	501	501
Mca23622	780	780
Mca23623	795	795
Mca23624	276	276
Mca23625	1032	1032
Mca05037	249	249
Mca05038	432	432
Mca23626	1062	1062
Mca23627	1212	1212
Mca23628	912	912
Mca23629	591	591
Mca23630	537	537
Mca23631	837	837
Mca23632	1548	1548
Mca23633	831	831
Mca23634	3735	3735
Mca05039	336	336
Mca05040	531	531
Mca05041	285	285
Mca05042	582	582
Mca05043	1083	1083
Mca05044	582	582
Mca05045	1413	1413
Mca05046	918	918
Mca23635	603	603
Mca23636	441	441
Mca23637	471	471
Mca23638	1554	1554
Mca23639	378	378
Mca23640	378	378
Mca23641	465	465
Mca23642	720	720
Mca23643	465	465
Mca23644	246	246
Mca23645	339	339
Mca23646	1626	1626
Mca23647	1266	1266
Mca05047	324	324
Mca05048	603	603
Mca05049	399	399
Mca05050	354	354
Mca23648	375	375
Mca23649	606	606
Mca23650	633	633
Mca23651	1299	1299
Mca23652	450	450
Mca23653	246	246
Mca23654	1296	1296
Mca23655	567	567
Mca23656	519	519
Mca23657	2130	2130
Mca23658	1272	1272
Mca23659	384	384
Mca05051	777	777
Mca05052	390	390
Mca05053	339	339
Mca23660	549	549
Mca23661	2310	2310
Mca23662	2400	2400
Mca23663	1338	1338
Mca23664	1548	1548
Mca23665	447	447
Mca23666	2796	2796
Mca23667	513	513
Mca23668	3750	3750
Mca05054	381	381
Mca05055	405	405
Mca23669	276	276
Mca23670	273	273
Mca23671	1746	1746
Mca23672	351	351
Mca23673	2061	2061
Mca23674	678	678
Mca05056	654	654
Mca05057	579	579
Mca23675	1143	1143
Mca23676	528	528
Mca23677	486	486
Mca23678	366	366
Mca23679	357	357
Mca23680	453	453
Mca23681	354	354
Mca23682	396	396
Mca23683	405	405
Mca23684	657	657
Mca23685	3567	3567
Mca23686	597	597
Mca23687	915	915
Mca23688	336	336
Mca23689	351	351
Mca23690	297	297
Mca23691	1296	1296
Mca23692	417	417
Mca23693	846	846
Mca23694	642	642
Mca23695	1284	1284
Mca23696	1629	1629
Mca23697	228	228
Mca23698	1026	1026
Mca23699	3216	3216
Mca05058	327	327
Mca05059	372	372
Mca05060	381	381
Mca05061	348	348
Mca05062	3003	3003
Mca23700	267	267
Mca23701	453	453
Mca23702	819	819
Mca23703	894	894
Mca23704	576	576
Mca23705	675	675
Mca23706	591	591
Mca23707	828	828
Mca23708	438	438
Mca05063	243	243
Mca23709	411	411
Mca23710	1458	1458
Mca23711	3411	3411
Mca23712	4137	4137
Mca23713	726	726
Mca23714	225	225
Mca23715	384	384
Mca23716	1191	1191
Mca23717	351	351
Mca23718	762	762
Mca23719	411	411
Mca23720	2028	2028
Mca23721	1137	1137
Mca23722	612	612
Mca23723	393	393
Mca23724	660	660
Mca05064	1005	1005
Mca05065	5706	5706
Mca05066	9480	9480
Mca05067	807	807
Mca23725	330	330
Mca23726	444	444
Mca23727	267	267
Mca23728	1488	1488
Mca23729	432	432
Mca23730	549	549
Mca23731	390	390
Mca23732	1896	1896
Mca23733	447	447
Mca23734	438	438
Mca23735	1068	1068
Mca23736	861	861
Mca23737	1485	1485
Mca05068	273	273
Mca05069	393	393
Mca00758	387	387
Mca00759	735	735
Mca00760	756	756
Mca00761	336	336
Mca00762	333	333
Mca00763	381	381
Mca23738	414	414
Mca23739	297	297
Mca23740	363	363
Mca23741	669	669
Mca23742	594	594
Mca23743	297	297
Mca23744	318	318
Mca23745	303	303
Mca23746	702	702
Mca23747	1887	1887
Mca23748	1056	1056
Mca05070	246	246
Mca05071	579	579
Mca05072	372	372
Mca23749	849	849
Mca23750	318	318
Mca23751	336	336
Mca23752	345	345
Mca23753	267	267
Mca23754	2418	2418
Mca23755	300	300
Mca23756	636	636
Mca23757	1704	1704
Mca23758	717	717
Mca05073	789	789
Mca05074	969	969
Mca05075	261	261
Mca05076	3903	3903
Mca05077	882	882
Mca05078	1965	1965
Mca05079	333	333
Mca05080	975	975
Mca23759	3867	3867
Mca23760	405	405
Mca23761	342	342
Mca23762	468	468
Mca23763	399	399
Mca23764	693	693
Mca23765	303	303
Mca23766	438	438
Mca23767	249	249
Mca23768	474	474
Mca23769	285	285
Mca05081	1440	1440
Mca05082	2154	2154
Mca05083	1770	1770
Mca23770	690	690
Mca23771	894	894
Mca23772	306	306
Mca23773	474	474
Mca23774	813	813
Mca23775	723	723
Mca23776	396	396
Mca23777	330	330
Mca23778	987	987
Mca23779	318	318
Mca23780	276	276
Mca23781	228	228
Mca23782	3525	3525
Mca23783	1866	1866
Mca23784	390	390
Mca23785	1176	1176
Mca05084	645	645
Mca23786	516	516
Mca23787	2547	2547
Mca23788	1323	1323
Mca23789	282	282
Mca23790	321	321
Mca23791	366	366
Mca23792	354	354
Mca23793	948	948
Mca05085	345	345
Mca05086	576	576
Mca05087	681	681
Mca05088	381	381
Mca23794	1194	1194
Mca23795	708	708
Mca23796	870	870
Mca23797	372	372
Mca23798	867	867
Mca23799	381	381
Mca23800	381	381
Mca23801	864	864
Mca23802	237	237
Mca23803	2562	2562
Mca23804	648	648
Mca23805	801	801
Mca23806	969	969
Mca23807	456	456
Mca23808	1143	1143
Mca23809	819	819
Mca23810	387	387
Mca23811	369	369
Mca23812	501	501
Mca05089	2859	2859
Mca05090	363	363
Mca05091	1893	1893
Mca05092	456	456
Mca05093	567	567
Mca05094	3540	3540
Mca23813	786	786
Mca23814	315	315
Mca23815	1695	1695
Mca23816	927	927
Mca23817	666	666
Mca23818	270	270
Mca23819	564	564
Mca05095	1458	1458
Mca05096	924	924
Mca05097	453	453
Mca05098	318	318
Mca05099	777	777
Mca05100	810	810
Mca23820	1656	1656
Mca23821	369	369
Mca23822	1245	1245
Mca23823	981	981
Mca23824	750	750
Mca23825	480	480
Mca23826	564	564
Mca23827	609	609
Mca23828	753	753
Mca23829	1449	1449
Mca23830	621	621
Mca23831	648	648
Mca23832	372	372
Mca23833	288	288
Mca23834	402	402
Mca05101	1125	1125
Mca05102	1527	1527
Mca23835	252	252
Mca23836	366	366
Mca23837	801	801
Mca23838	465	465
Mca23839	246	246
Mca23840	783	783
Mca23841	531	531
Mca23842	648	648
Mca23843	1128	1128
Mca23844	531	531
Mca23845	1488	1488
Mca05103	381	381
Mca05104	507	507
Mca23846	552	552
Mca23847	1425	1425
Mca23848	747	747
Mca23849	363	363
Mca23850	1023	1023
Mca23851	450	450
Mca23852	741	741
Mca23853	228	228
Mca23854	717	717
Mca23855	1080	1080
Mca23856	486	486
Mca23857	480	480
Mca05105	303	303
Mca00764	330	330
Mca00765	14715	14715
Mca00766	963	963
Mca00767	1551	1551
Mca00768	1809	1809
Mca00769	861	861
Mca00770	411	411
Mca00107	342	342
Mca00108	1746	1746
Mca00109	381	381
Mca00110	339	339
Mca00111	294	294
Mca00112	879	879
Mca00113	1491	1491
Mca00114	285	285
Mca00115	438	438
Mca00116	837	837
Mca00117	294	294
Mca00118	987	987
Mca23858	1110	1110
Mca23859	690	690
Mca23860	243	243
Mca23861	1395	1395
Mca23862	963	963
Mca23863	240	240
Mca23864	876	876
Mca23865	2976	2976
Mca23866	2106	2106
Mca23867	321	321
Mca23868	240	240
Mca23869	1218	1218
Mca23870	1611	1611
Mca23871	495	495
Mca23872	630	630
Mca23873	270	270
Mca23874	438	438
Mca23875	324	324
Mca23876	507	507
Mca23877	507	507
Mca23878	390	390
Mca23879	456	456
Mca23880	249	249
Mca23881	552	552
Mca23882	558	558
Mca05106	312	312
Mca23883	276	276
Mca23884	1365	1365
Mca23885	1944	1944
Mca23886	1887	1887
Mca23887	834	834
Mca23888	1020	1020
Mca23889	2802	2802
Mca23890	420	420
Mca23891	1665	1665
Mca23892	1383	1383
Mca23893	1464	1464
Mca23894	978	978
Mca23895	546	546
Mca23896	987	987
Mca23897	669	669
Mca23898	540	540
Mca23899	987	987
Mca23900	876	876
Mca23901	492	492
Mca23902	462	462
Mca23903	459	459
Mca23904	240	240
Mca05107	2988	2988
Mca05108	1623	1623
Mca05109	213	213
Mca05110	282	282
Mca05111	594	594
Mca05112	369	369
Mca05113	1209	1209
Mca05114	360	360
Mca23905	948	948
Mca23906	462	462
Mca23907	879	879
Mca23908	756	756
Mca23909	1089	1089
Mca23910	1416	1416
Mca23911	519	519
Mca23912	1026	1026
Mca23913	423	423
Mca23914	516	516
Mca23915	396	396
Mca23916	1698	1698
Mca23917	453	453
Mca23918	744	744
Mca05115	414	414
Mca05116	699	699
Mca05117	1947	1947
Mca05118	945	945
Mca05119	414	414
Mca23919	423	423
Mca23920	366	366
Mca23921	291	291
Mca23922	1188	1188
Mca23923	1278	1278
Mca23924	534	534
Mca23925	1059	1059
Mca23926	450	450
Mca23927	456	456
Mca23928	423	423
Mca23929	510	510
Mca05120	924	924
Mca05121	309	309
Mca23930	414	414
Mca23931	258	258
Mca23932	2934	2934
Mca23933	828	828
Mca23934	294	294
Mca23935	369	369
Mca23936	1350	1350
Mca23937	2280	2280
Mca23938	693	693
Mca23939	246	246
Mca23940	555	555
Mca23941	1875	1875
Mca23942	411	411
Mca05122	408	408
Mca05123	318	318
Mca23943	303	303
Mca23944	237	237
Mca23945	537	537
Mca23946	849	849
Mca23947	1440	1440
Mca23948	1200	1200
Mca23949	444	444
Mca23950	288	288
Mca23951	399	399
Mca23952	1200	1200
Mca23953	1641	1641
Mca23954	291	291
Mca23955	429	429
Mca23956	288	288
Mca23957	1119	1119
Mca23958	870	870
Mca23959	444	444
Mca23960	1686	1686
Mca05124	1569	1569
Mca05125	267	267
Mca05126	2586	2586
Mca05127	543	543
Mca23961	267	267
Mca23962	249	249
Mca23963	618	618
Mca23964	429	429
Mca23965	1758	1758
Mca23966	831	831
Mca23967	978	978
Mca23968	3666	3666
Mca23969	954	954
Mca23970	3168	3168
Mca05128	453	453
Mca23971	597	597
Mca23972	378	378
Mca23973	336	336
Mca23974	486	486
Mca23975	1155	1155
Mca23976	1683	1683
Mca23977	1806	1806
Mca05129	309	309
Mca05130	2109	2109
Mca05131	372	372
Mca00771	252	252
Mca00772	270	270
Mca00773	2226	2226
Mca00774	759	759
Mca23978	984	984
Mca23979	378	378
Mca23980	255	255
Mca23981	534	534
Mca23982	498	498
Mca23983	984	984
Mca23984	324	324
Mca23985	564	564
Mca23986	807	807
Mca23987	1251	1251
Mca23988	444	444
Mca23989	450	450
Mca23990	999	999
Mca23991	921	921
Mca23992	798	798
Mca05132	252	252
Mca05133	474	474
Mca05134	384	384
Mca05135	336	336
Mca05136	360	360
Mca05137	768	768
Mca05138	405	405
Mca05139	930	930
Mca05140	348	348
Mca23993	1362	1362
Mca23994	2049	2049
Mca23995	438	438
Mca23996	639	639
Mca23997	1209	1209
Mca23998	867	867
Mca23999	306	306
Mca24000	819	819
Mca24001	774	774
Mca24002	708	708
Mca24003	558	558
Mca24004	519	519
Mca24005	474	474
Mca24006	786	786
Mca24007	426	426
Mca24008	462	462
Mca05141	618	618
Mca05142	1518	1518
Mca05143	1191	1191
Mca05144	1404	1404
Mca05145	732	732
Mca05146	303	303
Mca05147	567	567
Mca24009	4356	4356
Mca24010	399	399
Mca24011	453	453
Mca24012	756	756
Mca24013	1998	1998
Mca24014	2523	2523
Mca24015	393	393
Mca24016	510	510
Mca24017	1074	1074
Mca24018	999	999
Mca24019	387	387
Mca24020	324	324
Mca24021	318	318
Mca05148	282	282
Mca24022	585	585
Mca24023	336	336
Mca24024	507	507
Mca24025	852	852
Mca24026	3204	3204
Mca24027	525	525
Mca24028	369	369
Mca05149	3708	3708
Mca05150	2097	2097
Mca24029	1029	1029
Mca24030	474	474
Mca24031	1305	1305
Mca24032	1203	1203
Mca24033	492	492
Mca24034	456	456
Mca24035	843	843
Mca24036	1044	1044
Mca05151	645	645
Mca05152	1263	1263
Mca24037	663	663
Mca24038	1020	1020
Mca24039	1263	1263
Mca24040	2490	2490
Mca24041	1599	1599
Mca24042	1320	1320
Mca24043	762	762
Mca24044	531	531
Mca24045	2775	2775
Mca24046	351	351
Mca24047	990	990
Mca24048	981	981
Mca24049	456	456
Mca24050	387	387
Mca24051	333	333
Mca24052	684	684
Mca24053	432	432
Mca24054	381	381
Mca24055	2901	2901
Mca24056	375	375
Mca24057	1185	1185
Mca05153	3963	3963
Mca05154	462	462
Mca05155	4488	4488
Mca05156	1215	1215
Mca05157	828	828
Mca05158	774	774
Mca24058	252	252
Mca24059	354	354
Mca24060	378	378
Mca24061	282	282
Mca24062	513	513
Mca24063	1638	1638
Mca24064	1251	1251
Mca24065	456	456
Mca24066	390	390
Mca24067	432	432
Mca24068	498	498
Mca24069	1713	1713
Mca24070	666	666
Mca24071	279	279
Mca24072	894	894
Mca24073	1359	1359
Mca05159	1779	1779
Mca05160	2034	2034
Mca05161	504	504
Mca05162	1686	1686
Mca05163	243	243
Mca05164	675	675
Mca24074	525	525
Mca24075	372	372
Mca24076	516	516
Mca24077	1185	1185
Mca24078	1371	1371
Mca24079	318	318
Mca24080	1680	1680
Mca24081	351	351
Mca24082	2409	2409
Mca24083	402	402
Mca05165	222	222
Mca05166	312	312
Mca24084	888	888
Mca24085	309	309
Mca24086	507	507
Mca24087	471	471
Mca24088	750	750
Mca24089	1596	1596
Mca24090	390	390
Mca24091	594	594
Mca24092	471	471
Mca24093	2385	2385
Mca05167	888	888
Mca05168	1107	1107
Mca05169	711	711
Mca05170	1512	1512
Mca00775	2250	2250
Mca00776	882	882
Mca00777	351	351
Mca00778	315	315
Mca00779	306	306
Mca00780	438	438
Mca24094	243	243
Mca24095	573	573
Mca24096	273	273
Mca24097	741	741
Mca24098	2766	2766
Mca24099	720	720
Mca24100	714	714
Mca24101	3279	3279
Mca24102	279	279
Mca24103	291	291
Mca24104	1080	1080
Mca24105	357	357
Mca24106	399	399
Mca24107	1641	1641
Mca24108	564	564
Mca24109	1155	1155
Mca24110	1041	1041
Mca05171	1128	1128
Mca05172	393	393
Mca24111	339	339
Mca24112	474	474
Mca24113	285	285
Mca24114	1269	1269
Mca24115	603	603
Mca24116	345	345
Mca24117	384	384
Mca24118	294	294
Mca24119	951	951
Mca24120	201	201
Mca24121	1425	1425
Mca24122	930	930
Mca05173	2841	2841
Mca05174	759	759
Mca05175	2874	2874
Mca05176	2085	2085
Mca05177	561	561
Mca05178	519	519
Mca05179	1374	1374
Mca24123	1314	1314
Mca24124	1584	1584
Mca24125	345	345
Mca24126	885	885
Mca24127	1200	1200
Mca24128	1608	1608
Mca24129	408	408
Mca24130	1296	1296
Mca24131	342	342
Mca24132	417	417
Mca24133	330	330
Mca24134	471	471
Mca24135	660	660
Mca05180	1011	1011
Mca05181	282	282
Mca05182	552	552
Mca05183	1098	1098
Mca05184	474	474
Mca24136	930	930
Mca24137	381	381
Mca24138	264	264
Mca24139	480	480
Mca24140	606	606
Mca24141	1161	1161
Mca24142	606	606
Mca24143	1332	1332
Mca24144	1212	1212
Mca24145	1101	1101
Mca24146	948	948
Mca24147	1287	1287
Mca24148	783	783
Mca24149	810	810
Mca24150	435	435
Mca24151	2025	2025
Mca24152	1386	1386
Mca24153	480	480
Mca24154	330	330
Mca24155	765	765
Mca24156	576	576
Mca24157	441	441
Mca24158	1311	1311
Mca05185	510	510
Mca24159	861	861
Mca24160	765	765
Mca24161	1341	1341
Mca24162	2865	2865
Mca24163	954	954
Mca24164	813	813
Mca24165	366	366
Mca24166	318	318
Mca24167	1284	1284
Mca24168	855	855
Mca24169	789	789
Mca24170	2190	2190
Mca24171	561	561
Mca24172	696	696
Mca24173	615	615
Mca24174	1224	1224
Mca24175	2256	2256
Mca05186	468	468
Mca05187	1179	1179
Mca05188	348	348
Mca05189	537	537
Mca05190	4785	4785
Mca05191	387	387
Mca24176	273	273
Mca24177	627	627
Mca24178	366	366
Mca24179	3399	3399
Mca24180	654	654
Mca24181	384	384
Mca24182	297	297
Mca24183	1734	1734
Mca24184	531	531
Mca24185	543	543
Mca24186	1068	1068
Mca24187	747	747
Mca24188	360	360
Mca24189	1134	1134
Mca05192	342	342
Mca05193	411	411
Mca05194	267	267
Mca24190	420	420
Mca24191	1557	1557
Mca24192	609	609
Mca24193	342	342
Mca24194	906	906
Mca24195	387	387
Mca24196	477	477
Mca24197	2154	2154
Mca24198	1317	1317
Mca24199	633	633
Mca24200	1485	1485
Mca24201	612	612
Mca24202	462	462
Mca24203	366	366
Mca24204	240	240
Mca24205	1242	1242
Mca24206	438	438
Mca24207	870	870
Mca24208	1326	1326
Mca24209	465	465
Mca05195	201	201
Mca24210	276	276
Mca24211	1050	1050
Mca24212	309	309
Mca24213	459	459
Mca24214	2409	2409
Mca24215	240	240
Mca24216	285	285
Mca24217	477	477
Mca24218	270	270
Mca24219	354	354
Mca05196	309	309
Mca05197	390	390
Mca05198	2025	2025
Mca24220	846	846
Mca24221	1158	1158
Mca24222	378	378
Mca24223	831	831
Mca24224	345	345
Mca24225	1317	1317
Mca24226	717	717
Mca24227	312	312
Mca24228	300	300
Mca05199	369	369
Mca05200	432	432
Mca24229	1146	1146
Mca24230	789	789
Mca24231	471	471
Mca24232	573	573
Mca24233	327	327
Mca24234	525	525
Mca24235	237	237
Mca24236	1179	1179
Mca24237	342	342
Mca24238	675	675
Mca24239	546	546
Mca24240	939	939
Mca05201	297	297
Mca05202	492	492
Mca00781	327	327
Mca00782	333	333
Mca00783	3531	3531
Mca00784	594	594
Mca00785	864	864
Mca24241	1212	1212
Mca24242	429	429
Mca24243	1251	1251
Mca24244	234	234
Mca24245	891	891
Mca24246	570	570
Mca24247	1626	1626
Mca24248	957	957
Mca24249	654	654
Mca24250	465	465
Mca24251	705	705
Mca05203	342	342
Mca05204	273	273
Mca05205	264	264
Mca05206	234	234
Mca24252	729	729
Mca24253	903	903
Mca24254	612	612
Mca24255	1260	1260
Mca24256	519	519
Mca24257	435	435
Mca24258	1458	1458
Mca24259	291	291
Mca24260	894	894
Mca24261	273	273
Mca24262	567	567
Mca24263	1086	1086
Mca24264	630	630
Mca24265	495	495
Mca24266	1035	1035
Mca24267	519	519
Mca24268	573	573
Mca24269	654	654
Mca24270	489	489
Mca24271	288	288
Mca24272	321	321
Mca05207	585	585
Mca05208	2034	2034
Mca05209	1560	1560
Mca05210	1356	1356
Mca24273	426	426
Mca24274	978	978
Mca24275	1242	1242
Mca24276	378	378
Mca24277	381	381
Mca24278	612	612
Mca24279	1143	1143
Mca24280	1812	1812
Mca24281	657	657
Mca24282	1227	1227
Mca24283	1080	1080
Mca24284	1122	1122
Mca24285	303	303
Mca24286	354	354
Mca24287	948	948
Mca24288	741	741
Mca24289	720	720
Mca24290	1101	1101
Mca24291	1809	1809
Mca05211	231	231
Mca05212	1047	1047
Mca24292	492	492
Mca24293	972	972
Mca24294	3282	3282
Mca24295	1812	1812
Mca24296	1515	1515
Mca24297	432	432
Mca05213	291	291
Mca24298	351	351
Mca24299	363	363
Mca24300	426	426
Mca24301	1275	1275
Mca24302	450	450
Mca24303	420	420
Mca24304	651	651
Mca24305	447	447
Mca24306	435	435
Mca24307	657	657
Mca24308	2106	2106
Mca24309	750	750
Mca24310	1701	1701
Mca24311	483	483
Mca05214	834	834
Mca05215	711	711
Mca05216	330	330
Mca05217	813	813
Mca24312	4941	4941
Mca24313	1200	1200
Mca24314	771	771
Mca24315	2052	2052
Mca24316	363	363
Mca24317	327	327
Mca24318	297	297
Mca24319	615	615
Mca24320	312	312
Mca24321	1455	1455
Mca24322	336	336
Mca24323	2214	2214
Mca24324	633	633
Mca24325	282	282
Mca24326	588	588
Mca24327	2388	2388
Mca24328	981	981
Mca24329	1401	1401
Mca05218	1449	1449
Mca05219	9024	9024
Mca05220	258	258
Mca24330	714	714
Mca24331	873	873
Mca24332	405	405
Mca24333	744	744
Mca24334	690	690
Mca24335	519	519
Mca05221	261	261
Mca24336	1434	1434
Mca24337	1236	1236
Mca24338	345	345
Mca24339	720	720
Mca24340	1167	1167
Mca24341	543	543
Mca24342	783	783
Mca24343	735	735
Mca24344	828	828
Mca24345	414	414
Mca24346	696	696
Mca24347	237	237
Mca24348	672	672
Mca24349	1992	1992
Mca24350	1401	1401
Mca05222	315	315
Mca05223	972	972
Mca05224	492	492
Mca05225	552	552
Mca24351	309	309
Mca24352	561	561
Mca24353	1080	1080
Mca24354	1986	1986
Mca24355	393	393
Mca24356	351	351
Mca05226	381	381
Mca05227	351	351
Mca05228	837	837
Mca05229	546	546
Mca05230	714	714
Mca24357	924	924
Mca24358	594	594
Mca24359	276	276
Mca24360	1068	1068
Mca24361	291	291
Mca24362	723	723
Mca24363	351	351
Mca24364	279	279
Mca24365	411	411
Mca24366	573	573
Mca24367	234	234
Mca24368	462	462
Mca24369	414	414
Mca05231	501	501
Mca05232	327	327
Mca05233	336	336
Mca00786	474	474
Mca00787	699	699
Mca00788	1725	1725
Mca00789	3342	3342
Mca00790	1017	1017
Mca00791	267	267
Mca00792	1626	1626
Mca00793	1566	1566
Mca24370	846	846
Mca24371	459	459
Mca24372	1242	1242
Mca24373	2694	2694
Mca24374	447	447
Mca24375	1047	1047
Mca24376	321	321
Mca24377	507	507
Mca24378	216	216
Mca05234	1053	1053
Mca05235	360	360
Mca05236	501	501
Mca24379	1257	1257
Mca24380	318	318
Mca24381	2316	2316
Mca24382	408	408
Mca24383	345	345
Mca24384	420	420
Mca24385	282	282
Mca24386	540	540
Mca24387	432	432
Mca24388	381	381
Mca24389	291	291
Mca05237	414	414
Mca05238	1491	1491
Mca05239	675	675
Mca05240	510	510
Mca05241	792	792
Mca24390	411	411
Mca24391	678	678
Mca24392	333	333
Mca24393	1608	1608
Mca24394	330	330
Mca24395	324	324
Mca24396	309	309
Mca24397	756	756
Mca05242	1680	1680
Mca05243	312	312
Mca24398	291	291
Mca24399	309	309
Mca24400	372	372
Mca24401	369	369
Mca24402	474	474
Mca24403	3804	3804
Mca24404	564	564
Mca24405	441	441
Mca24406	735	735
Mca24407	1218	1218
Mca24408	1917	1917
Mca05244	588	588
Mca24409	636	636
Mca24410	1578	1578
Mca24411	3153	3153
Mca24412	411	411
Mca24413	210	210
Mca24414	468	468
Mca24415	1458	1458
Mca24416	300	300
Mca24417	318	318
Mca05245	276	276
Mca05246	339	339
Mca05247	612	612
Mca24418	435	435
Mca24419	717	717
Mca24420	327	327
Mca24421	540	540
Mca24422	207	207
Mca24423	1590	1590
Mca24424	264	264
Mca24425	687	687
Mca24426	453	453
Mca24427	483	483
Mca24428	759	759
Mca24429	1278	1278
Mca24430	372	372
Mca24431	1212	1212
Mca24432	1227	1227
Mca24433	2103	2103
Mca05248	996	996
Mca05249	2193	2193
Mca05250	537	537
Mca05251	4485	4485
Mca05252	1104	1104
Mca05253	462	462
Mca24434	924	924
Mca24435	456	456
